Audio,English,Persian G Translate,Persian Bamooz,English Alternatives,German,German Alternatives,Level,Part of Speech,Picture,Plural and inflected forms,Sample sentence,Thing
{{7138 0 0.mp3}},August,اوت,اوت، ماه هشتم میلادی,,der August,,77,noun,{{7138 7 0.jpg}},die Auguste,Im August habe ich Geburtstag.,24506567
{{7139 0 0.mp3}},present,حاضر,حال (زمان),the present,die Gegenwart,Gegenwart,78,noun,{{7139 7 0.jpg}},no plural,"Wer Geschichte lernt, erfährt viel über die Gegenwart.",24507133
{{7140 0 0.mp3}},employee,کارمند,کارمند، کارگر، نیرو (انسانی),,der Arbeitnehmer,,81,noun,{{7140 7 0.jpg}},die Arbeitnehmer,Die Arbeitnehmer haben einen Betriebsrat gewählt.,24518446
{{7141 0 0.mp3}},"medial, median",داخلی، میانه,میانی، وسطی، مابین,,medial,,141,adj,{{7141 7 0.jpg}},,Der Informationsaustausch findet auf medialem Weg statt.,24613941
{{7142 0 0.mp3}},necessary,لازم,لازم، ضروری,,notwendig,,30,adj,{{7142 7 0.jpg}},,Das ist jetzt nicht mehr notwendig.,24022851
{{7143 0 0.mp3}},in this manner,در این روش,به این روش، به این صورت,,auf diese Weise,,21,,{{7143 7 0.jpg}},,Auf diese Weise kommen wir nie zum Ziel.,23864095
{{7144 0 0.mp3}},damage,خسارت,آسیب، خسارت، خرابی / آسیب رساندن,,der Schaden,Schaden,49,noun,{{7144 7 0.jpg}},die Schäden,Der Schaden war groß.,24261528
{{7145 0 0.mp3}},"choir, chorus",گروه کر، گروه کر,گروه کر، گروه هم‌سرایان,,der Chor,,156,noun,{{7145 7 0.jpg}},die Chöre,Ulrike singt im Chor.,24621842
{{7146 0 0.mp3}},"to pay attention, respect",به توجه، احترام,توجه کردن، مراقب بودن / توجه کردن,,achten,,84,verb,{{7146 7 0.jpg}},achtet; achtete; hat geachtet,Urgroßvater wird von allen Familienmitgliedern hoch geachtet.,24519047
{{7147 0 0.mp3}},evening,شب,عصر، اول شب,,der Abend,,16,noun,{{7147 7 0.jpg}},die Abende,Im Winter wird es abends früh dunkel.,23721923
{{7148 0 0.mp3}},bed,بستر,تخت خواب، تشک,the bed,das Bett,Bett,32,noun,{{7148 7 0.jpg}},die Betten,Das Bett steht im Schlafzimmer.,24122159
{{7149 0 0.mp3}},with the children,با کودکان,,,mit den Kindern,,6,,{{7149 7 0.jpg}},,Der Urlaub mit den Kindern war für alle ein Genuss.,23503363
{{7150 0 0.mp3}},"difficult, heavy",سخت، سنگین,سخت، مشکل / سنگین، سنگین وزن,,schwer,,13,adj,{{7150 7 0.jpg}},,Esel können schwere Lasten tragen.,23643147
{{7151 0 0.mp3}},by the way,راستی,راستی!,,übrigens,,50,adv,{{7151 7 0.jpg}},,Ich komme übrigens auch mit nach Köln.,24264165
{{7152 0 0.mp3}},"ray, beam",اشعه، پرتو,پرتو، شعاع / اشعه,,der Strahl,,168,noun,{{7152 7 0.jpg}},die Strahlen,Die Strahlen der Sonne fallen durch das Blätterdach.,24624522
{{7153 0 0.mp3}},"attorney, lawyer",وکیل، وکیل,وکیل,,der Anwalt,,91,noun,{{7153 7 0.jpg}},die Anwälte,Lars ist ein guter Anwalt.,24541889
{{7154 0 0.mp3}},"argument, quarrel",بحث، دعوا,درگیری، کشمکش,the argument,die Auseinandersetzung,Auseinandersetzung,62,noun,{{7154 7 0.jpg}},die Auseinandersetzungen,Sie hatten eine kleine Auseinandersetzung.,24383023
{{7155 0 0.mp3}},infrastructure,زیر ساخت,زیرساخت، زیربنا,,die Infrastruktur,,128,noun,{{7155 7 0.jpg}},die Infrastrukturen,Die Region ist wegen ihrer guten Infrastruktur attraktiv für Investoren.,24605715
{{7156 0 0.mp3}},mayor,شهردار,شهردار,the mayor,der Bürgermeister,Bürgermeister,62,noun,{{7156 7 0.jpg}},die Bürgermeister,Der Leipziger Bürgermeister heißt Wolfgang Tiefensee.,24383127
{{7157 0 0.mp3}},"narration, story",روایت، داستان,داستان، قصه,,die Erzählung,,101,noun,{{7157 7 0.jpg}},die Erzählungen,Hermann Hesse hat viele Erzählungen geschrieben.,24551998
{{7158 0 0.mp3}},identity,هویت,هویت,,die Identität,,93,noun,{{7158 7 0.jpg}},die Identitäten,Der Mörder besorgte sich eine falsche Identität.,24544182
{{7159 0 0.mp3}},subsidy,کمک مالی,یارانه، سوبسید,,die Subvention,,159,noun,{{7159 7 0.jpg}},die Subventionen,"Die Bauern bekommen Subventionen dafür, dass sie auf ihren Feldern Gras statt. Getreide wachsen lassen.",24622411
{{7160 0 0.mp3}},to embrace,به آغوش,در آغوش کشیدن، بغل کردن,embrace,umarmen,,154,verb,{{7160 7 0.jpg}},umarmt; umarmte; hat umarmt,Sie umarmen sich zum Abschied.,24620740
{{7161 0 0.mp3}},"to assume, suspect",به فرض، مشکوک,گمان کردن، ظن داشتن,suppose,vermuten,,70,verb,{{7161 7 0.jpg}},vermutet; vermutete; hat vermutet,"Ich vermute, der Zug kommt zu spät.",24474882
{{7162 0 0.mp3}},to cover,پوشاندن,پوشاندن / یکسان بودن، مطابقت داشتن، (sich decken) / چیدن,,decken,,108,verb,{{7162 7 0.jpg}},deckt; deckte; hat gedeckt,Die Einnahmen decken genau die Kosten.,24558955
{{7163 0 0.mp3}},so,بنابراین,پس، در نتیجه / خب,,also,,2,adv,{{7163 7 0.jpg}},,Du hast also keine Zeit.,23500112
{{7164 0 0.mp3}},daily,روزانه,روزانه,,täglich,,46,adj,{{7164 7 0.jpg}},,Das Fernsehen strahlt täglich unzählige Serien aus.,24236274
{{7165 0 0.mp3}},now,اکنون,,,nunmehr,,132,adv,{{7165 7 0.jpg}},,"Es ist nunmehr an der Zeit, Abschied zu nehmen.",24608706
{{7166 0 0.mp3}},every now and then,هر زمان و هر زمان,,,hin und wieder,,26,,{{7166 7 0.jpg}},,Torsten besucht seine Eltern nur hin und wieder.,23914592
{{7167 0 0.mp3}},to learn,برای یادگیری,فراگرفتن، آموختن,,erlernen,,108,verb,{{7167 7 0.jpg}},erlernt; erlernte; hat erlernt,Kinder können Fremdsprachen schneller erlernen als Erwachsene.,24565836
{{7168 0 0.mp3}},"on the other hand, side",از سوی دیگر، سمت,,,auf der anderen Seite,,12,,{{7168 7 0.jpg}},,"Auf den anderen Seite muss man auch bedenken, dass die Zeit schon knapp ist.",23638175
{{7169 0 0.mp3}},song,ترانه,آهنگ، ترانه، آواز,the song,das Lied,Lied,76,noun,{{7169 7 0.jpg}},die Lieder,Lieder können beim Sprachenlernen helfen.,24506072
{{7170 0 0.mp3}},to get rid of,خلاص شدن از شر,از دست) کسی خلاص شدن)، دست (از سر کسی) برداشتن,,loswerden,,147,verb,{{7170 7 0.jpg}},wird los; wurde los; ist losgeworden,Theo möchte sein Auto gern loswerden.,24617368
{{7171 0 0.mp3}},"box, crate",جعبه، جعبه,صندوق، جعبه,,die Kiste,,131,noun,{{7171 7 0.jpg}},die Kisten,Nach dem Umzug stand die neue Wohnung voller Kisten.,24607958
{{7172 0 0.mp3}},"to register, prove, cover",به ثبت نام، اثبات، پوشش,ثابت کردن، اثبات کردن,,belegen,,69,verb,{{7172 7 0.jpg}},belegt; belegte; hat belegt,Im nächsten Semester belege ich ein anderes Fach.,24474611
{{7173 0 0.mp3}},"lonely, isolated",تنهایی، جدا شده,تنها,,einsam,,123,adj,{{7173 7 0.jpg}},,Im Alter sind viele Menschen einsam.,24602776
{{7174 0 0.mp3}},European,اروپایی,اروپایی، وابسته به اروپا,,europäisch,,21,adj,{{7174 7 0.jpg}},,Die gemeinsame europäische Währung ist der Euro.,23864143
{{7175 0 0.mp3}},"layer, class",لایه، کلاس,شیفت (کاری),,die Schicht,,80,noun,{{7175 7 0.jpg}},die Schichten,Auf den Möbeln liegt eine dicke Schicht Staub.,24518007
{{7176 0 0.mp3}},management,مدیریت,مدیریت,the management,das Management,Management,81,noun,{{7176 7 0.jpg}},die Managements,Der Betrieb ist durch schlechtes Management in Konkurs gegangen.,24518530
{{7177 0 0.mp3}},"car, carriage",خودرو، حمل و نقل,خودرو، وسیله نقلیه، ماشین / واگن (قطار) / جرئت کردن,,der Wagen,,49,noun,{{7177 7 0.jpg}},die Wagen,Wo haben wir den Wagen geparkt?,24263948
{{7178 0 0.mp3}},foreigner,خارجی,فرد خارجی، خارجی,,der Ausländer,,68,noun,{{7178 7 0.jpg}},die Ausländer,Jeder Mensch ist irgendwo ein Ausländer.,24474553
{{7179 0 0.mp3}},to fix,به ثابت,تعیین کردن، ثبت کردن,,fixieren,,151,verb,{{7179 7 0.jpg}},fixiert; fixierte; hat fixiert,Der Hund fixierte den Briefträger mit seinen Augen.,24619899
{{7180 0 0.mp3}},"scientific, scholarly",علمی، پژوهشی,علمی,,wissenschaftlich,,31,adj,{{7180 7 0.jpg}},,Wissenschaftliche Aufsätze sind oft schwer zu lesen.,24121933
{{7181 0 0.mp3}},extremely,خیلی,بی‌اندازه,,äußerst,,70,adv,{{7181 7 0.jpg}},,Das neue Gerät ist äußerst empfindlich gegenüber Erschütterungen.,24476250
{{7182 0 0.mp3}},passion,شور,شوق، علاقه، علاقمندانه,the passion,die Leidenschaft,Leidenschaft,152,noun,{{7182 7 0.jpg}},die Leidenschaften,Motorradfahren ist seine Leidenschaft.,24620408
{{7183 0 0.mp3}},Monday,دوشنبه,دوشنبه,the Monday,der Montag,Montag,38,noun,{{7183 7 0.jpg}},die Montage,Am Montag beginnt die Arbeitswoche.,24220390
{{7184 0 0.mp3}},"proof, evidence",اثبات، شواهد,مدرک، اثبات,,der Beweis,,87,noun,{{7184 7 0.jpg}},die Beweise,Der Beweis seiner Unschuld muss noch erbracht werden.,24519458
{{7185 0 0.mp3}},shop,فروشگاه,مغازه / بارگیری کردن، بار زدن، پر کردن / دانلود کردن / شارژ کردن,the shop,der Laden,Laden,65,noun,{{7185 7 0.jpg}},die Läden,Der Laden an der Ecke musste schließen.,24472055
{{7186 0 0.mp3}},the,,,,am,,62,part,{{7186 7 0.jpg}},,Markus lief am schnellsten.,24382844
{{7187 0 0.mp3}},"however, meanwhile",با این حال، در عین حال,,,indes,,97,adv,{{7187 7 0.jpg}},,Kritiker warnen indes vor möglichen Folgen.,24546724
{{7188 0 0.mp3}},clear,واضح,واضح، شفاف، قابل فهم,,deutlich,,17,adj,{{7188 7 0.jpg}},,Kerstin hat eine deutliche Aussprache.,23722456
{{7189 0 0.mp3}},"targeted, purposeful, well-aimed",هدفمند، هدفمند، به خوبی هدف,متمرکز,pointed,gezielt,,95,adj,{{7189 7 0.jpg}},,Er wurde mit einem gezielten Schuss getötet.,24545602
{{7190 0 0.mp3}},"to get, receive",برای به دست آوردن، دریافت,گرفتن، در آوردن، به دست آوردن,get,kriegen,,25,verb,{{7190 7 0.jpg}},kriegt; kriegte; hat gekriegt,Du kriegst heute kein Abendbrot!,23885885
{{7191 0 0.mp3}},Arab,عرب,عرب,,der Araber,,166,noun,{{7191 7 0.jpg}},die Araber,Unsere Zahlen haben wir von den Arabern übernommen.,24623851
{{7192 0 0.mp3}},"estate, good",املاک، خوب,خوب / زیاد، قابل توجه / خوش، بخیر، مبارک / خوبه / به خوبی، به خوشی / خوب، دلپذیر / کالا، جنس / دارایی، ثروت,the estate,das Gut,Gut,69,noun,{{7192 7 0.jpg}},die Güter,Toleranz und Meinungsfreiheit sind wichtige Güter einer Demokratie.,24474686
{{7193 0 0.mp3}},"shadow, shade",سایه، سایه,سایه,the shadow,der Schatten,Schatten,67,noun,{{7193 7 0.jpg}},die Schatten,Die Sonne warfeinen langen Schatten.,24473759
{{7194 0 0.mp3}},organ,عضو,عضو، اندام، ارگان,,das Organ,,112,noun,{{7194 7 0.jpg}},die Organe,Die Haut ist das größte Organ des Körpers.,24569111
{{7195 0 0.mp3}},"command, order",باز شدن,دستور، فرمان، امر,,der Befehl,,130,noun,{{7195 7 0.jpg}},die Befehle,Auch einem Befehl kann man widersprechen.,24606743
{{7196 0 0.mp3}},"course, running",البته، در حال اجرا,دو، مسابقه دو / روند، جریان / مسیر، راه,the course,der Lauf,Lauf,51,noun,{{7196 7 0.jpg}},die Läufe,Das ist der Lauf der Welt.,24264316
{{7197 0 0.mp3}},original,اصلی,در اصل، اولش / اولیه، اصلی,,ursprünglich,,57,adj,{{7197 7 0.jpg}},,Unser ursprüngliches Vorgehen erwies sich als ineffektiv.,24279422
{{7198 0 0.mp3}},"to grow, wax",به رشد، موم,رشد کردن، بزرگ شدن، بلند شدن,,wachsen,,24,verb,{{7198 7 0.jpg}},wächst; wuchs; ist gewachsen,Gras wächst fast überall.,23885559
{{7199 0 0.mp3}},to remain,باقی ماندن,باقی‌ماندن، ماندن,,verbleiben,,110,verb,{{7199 7 0.jpg}},verbleibt; verblieb; ist verblieben,Beim Verbrennen von Holz verbleibt ein Rest Asche.,24567440
{{7200 0 0.mp3}},nothing,هیچ چی,,,"nichts, nix",,6,adv,{{7200 7 0.jpg}},,Ich habe nichts gehört.,23503649
{{7201 0 0.mp3}},"official, civil cervant",رسمی، cervant مدنی,,,"der Beamte, die Beamte",,82,noun,{{7201 7 0.jpg}},die Beamte,Die meisten Beamten werden gut bezahlt.,24518825
{{7202 0 0.mp3}},to examine,برای بررسی,معاینه کردن، بررسی کردن,,untersuchen,,40,verb,{{7202 7 0.jpg}},untersucht; untersuchte; hat untersucht,Der Biologe untersucht Pflanzen und Tiere.,24221682
{{7203 0 0.mp3}},(eye) lens,(چشم) لنز,عدس / عدسی,the lens,die Linse,Linse,163,noun,{{7203 7 0.jpg}},die Linsen,Eine konkave Linse ist in der Mitte dünner als am Rand.,24623269
{{7204 0 0.mp3}},"to foresee, be in sight",به پیش بینی، در چشم باشد,آموختن، یاد گرفتن / پیش‌بینی کردن / خودداری کردن، پرهیز کردن,foresee,absehen,,70,verb,{{7204 7 0.jpg}},sieht ab; sah ab; hat abgesehen,Es ist kein Ende abzusehen.,24474938
{{7205 0 0.mp3}},"small, little",کوچک، کمی,کوچک، ناچیز / قدکوتاه,,klein,,6,adj,{{7205 7 0.jpg}},,Ein kleines Auto passt in jede Parklücke.,23503885
{{7206 0 0.mp3}},contractual,پیمانی,قرارداد شده، معاهده شده,,vertraglich,,155,adj,{{7206 7 0.jpg}},,Der Kauf des Hauses muss noch vertraglich geregelt werden.,24620917
{{7207 0 0.mp3}},necessity,ضرورت,نیاز، ضرورت، احتیاج,,die Notwendigkeit,,112,noun,{{7207 7 0.jpg}},die Notwendigkeiten,Dafür besteht keine Notwendigkeit.,24569105
{{7208 0 0.mp3}},to fill,پر كردن,پر کردن,fill,füllen,füllte; hat gefüllt,58,verb,{{7208 7 0.jpg}},füllt; füllte; hat gefüllt,Er füllt den Eimer mit Wasser.,24279540
{{7209 0 0.mp3}},"to take off, withdraw, subtract",را خاموش، برداشت، تفریق,درآوردن، بیرون کشیدن / کندن، جدا کردن / کم کردن، کسر کردن,remove,abziehen,,138,verb,{{7209 7 0.jpg}},zieht ab; zog ab; ist abgezogen,"Der Präsident weiß nicht, wann er die Truppen abziehen kann.",24611879
{{7210 0 0.mp3}},factory,کارخانه,کارخانه,,die Fabrik,,157,noun,{{7210 7 0.jpg}},die Fabriken,Die Fabrik stellt die Produktion ein.,24621909
{{7211 0 0.mp3}},German studies,مطالعات آلمان,مطالعات آلمانی، دانش زبان و ادبیات آلمانی,,die Germanistik,,157,noun,{{7211 7 0.jpg}},no plural,Ingo studiert Germanistik in Leipzig.,24621951
{{7212 0 0.mp3}},"view, insight",دیدگاه، بینش,آگاهی، اطلاع / دیدگاه، چشم‌انداز,,die Einsicht,,127,noun,{{7212 7 0.jpg}},,Wirst du Einsicht in deine Stasi-Akten nehmen?,24605498
{{7213 0 0.mp3}},"to rise, go up",به افزایش است، تا,بالا رفتن، افزایش داشتن,,ansteigen,,113,verb,{{7213 7 0.jpg}},steigt an; stieg an; ist angestiegen,Der Wasserspiegel der Ozeane steigt beständig an.,24569631
{{7214 0 0.mp3}},"to assess, judge",برای ارزیابی، قاضی,قضاوت کردن، حکم دادن، تعیین کردن,assess,beurteilen,,73,verb,{{7214 7 0.jpg}},beurteilt; beurteilte; hat beurteilt,Ein unerfahrener Mitarbeiter kann die Sachlage nicht richtig beurteilen.,24503209
{{7215 0 0.mp3}},decisive,قاطع,تعیین‌کننده، مهم، حیاتی,,entscheidend,,29,adj,{{7215 7 0.jpg}},,Der entscheidende Vorteil für die Investition lag in den Steuervergünstigungen.,24019507
{{7216 0 0.mp3}},distribution,توزیع,توزیع، تقسیم,,die Verteilung,,122,noun,{{7216 7 0.jpg}},die Verteilungen,Der Manager bemüht sich um eine gerechte Verteilung der Aufgaben.,24588785
{{7217 0 0.mp3}},gram,گرم,گرم، [واحد سنجش وزن],the gram,das Gramm,Gramm,131,noun,{{7217 7 0.jpg}},die Gramme,Für meine Eierkuchen brauche ich 200 Gramm Mehl.,24607883
{{7218 0 0.mp3}},"to set off, provoke, trigger",برای تنظیم کردن، تحریک، ماشه,موجب شدن، به کار انداختن,trigger,auslösen,,60,verb,{{7218 7 0.jpg}},löst aus; löste aus; hat ausgelöst,Die Wahl des Präsidenten löste einen Bürgerkrieg aus.,24280477
{{7219 0 0.mp3}},"to hold true, apply to",صادق است، به درخواست,درست بودن، صحیح بودن / صدق کردن، مصداق داشتن,<!--anki--><!--anki--><!--anki-->be correct,zutreffen,,107,verb,{{7219 7 0.jpg}},trifft zu; traf zu; hat zugetroffen,Die Wettervorhersage traf mal wieder nicht zu.,24555909
{{7220 0 0.mp3}},to die,برای مردن,مردن، جان دادن، از دنیا رفتن,die,sterben,,32,verb,{{7220 7 0.jpg}},stirbt; starb; ist gestorben,Goethe starb 1832.,24122210
{{7221 0 0.mp3}},quantitative,کمی,کمی، از نظر) کمیت),,quantitativ,,159,adj,{{7221 7 0.jpg}},,Bei dieser Dissertation handelt es sich um eine quantitative Studie.,24622249
{{7222 0 0.mp3}},loan,وام,وام,,das Darlehen,,162,noun,{{7222 7 0.jpg}},die Darlehen,Sabine bekommt bei keiner Bank mehr ein Darlehen.,24622924
{{7223 0 0.mp3}},Swiss,سوئیس,سوئیسی، اهل سوئیس,,Schweizer,,42,adj,{{7223 7 0.jpg}},,Ich liebe Schweizer Schokolade.,24223875
{{7224 0 0.mp3}},"history, story",داستان تاریخی,تاریخ / داستان، قصه,the story,die Geschichte,Geschichte,14,noun,{{7224 7 0.jpg}},die Geschichten,Abends liest die Oma den Kindern Geschichten vor.,23643357
{{7225 0 0.mp3}},opinion,نظر,نظر، منظور,,die Meinung,,31,noun,{{7225 7 0.jpg}},die Meinungen,Meiner Meinung nach dürfen wir das nicht.,24121975
{{7226 0 0.mp3}},"to clarify, explain",برای روشن کردن، توضیح,روشن کردن، توضیح دادن,,verdeutlichen,,122,verb,{{7226 7 0.jpg}},verdeutlicht; verdeutlichte; hat verdeutlicht,Das will ich mit einem Beispiel verdeutlichen.,24588766
{{7227 0 0.mp3}},"to put back, put aside, cover",برای قرار دادن، کنار گذاشته، پوشش,,,zurücklegen,,149,verb,{{7227 7 0.jpg}},legt zurück; legte zurück; hat zurückgelegt,Wir legten zu Fuß eine Strecke von fünfzehn Kilometern zurück.,24619532
{{7228 0 0.mp3}},dream,رویا,رویا، خواب / آرزو، رویا,,der Traum,,57,noun,{{7228 7 0.jpg}},die Träume,Heinz hatte einen schlimmen Traum.,24278979
{{7229 0 0.mp3}},that's right,درست است,,,das stimmt,,30,,{{7229 7 0.jpg}},,Das stimmt gar nicht!,24114224
{{7230 0 0.mp3}},to ask,به درخواست,سوال کردن، درخواست کردن / از خود پرسیدن، فکر کردن، (sich fragen),ask,fragen,,9,verb,{{7230 7 0.jpg}},fragt; fragte; hat gefragt,Ulrike hat nach dir gefragt.,23633443
{{7231 0 0.mp3}},to decide,برای تصمیم گیری,تصمیم گرفتن,conclude,beschließen,,55,verb,{{7231 7 0.jpg}},beschließt; beschloss; hat beschlossen,"Die Regierung beschließt, die Entscheidung zu vertagen.",24278250
